-200		 -4.6051701859880914e+001		 1.1512925453600000e-041 
-199		 -4.5821443350581511e+001		 1.8246757176800001e-041 
-198		 -4.5591184841282107e+001		 2.8919161234000002e-041 
-197		 -4.5360926331982704e+001		 4.5833781771399998e-041 
-196		 -4.5130667822683300e+001		 7.2641648714199999e-041 
-195		 -4.4900409313383896e+001		 1.1512925453600000e-040 
-194		 -4.4670150804084486e+001		 1.8246757176800001e-040 
-193		 -4.4439892294785082e+001		 2.8919161233999999e-040 
-192		 -4.4209633785485678e+001		 4.5833781771400001e-040 
-191		 -4.3979375276186275e+001		 7.2641648714199997e-040 
-190		 -4.3749116766886871e+001		 1.1512925453599999e-039 
-189		 -4.3518858257587468e+001		 1.8246757176800000e-039 
-188		 -4.3288599748288064e+001		 2.8919161233999999e-039 
-187		 -4.3058341238988660e+001		 4.5833781771400000e-039 
-186		 -4.2828082729689257e+001		 7.2641648714199994e-039 
-185		 -4.2597824220389853e+001		 1.1512925453599999e-038 
-184		 -4.2367565711090450e+001		 1.8246757176800001e-038 
-183		 -4.2137307201791039e+001		 2.8919161233999997e-038 
-182		 -4.1907048692491635e+001		 4.5833781771400000e-038 
-181		 -4.1676790183192232e+001		 7.2641648714199997e-038 
-180		 -4.1446531673892828e+001		 1.1512925453600001e-037 
-179		 -4.1216273164593424e+001		 1.8246757176800001e-037 
-178		 -4.0986014655294021e+001		 2.8919161234000000e-037 
-177		 -4.0755756145994610e+001		 4.5833781771400003e-037 
-176		 -4.0525497636695206e+001		 7.2641648714200001e-037 
-175		 -4.0295239127395803e+001		 1.1512925453600001e-036 
-174		 -4.0064980618096399e+001		 1.8246757176799999e-036 
-173		 -3.9834722108796996e+001		 2.8919161233999999e-036 
-172		 -3.9604463599497592e+001		 4.5833781771399998e-036 
-171		 -3.9374205090198181e+001		 7.2641648714199994e-036 
-170		 -3.9143946580898778e+001		 1.1512925453599999e-035 
-169		 -3.8913688071599374e+001		 1.8246757176800001e-035 
-168		 -3.8683429562299970e+001		 2.8919161234000000e-035 
-167		 -3.8453171053000567e+001		 4.5833781771399999e-035 
-166		 -3.8222912543701163e+001		 7.2641648714200000e-035 
-165		 -3.7992654034401752e+001		 1.1512925453600000e-034 
-164		 -3.7762395525102349e+001		 1.8246757176800000e-034 
-163		 -3.7532137015802945e+001		 2.8919161234000000e-034 
-162		 -3.7301878506503542e+001		 4.5833781771399997e-034 
-161		 -3.7071619997204138e+001		 7.2641648714199997e-034 
-160		 -3.6841361487904734e+001		 1.1512925453600000e-033 
-159		 -3.6611102978605331e+001		 1.8246757176800001e-033 
-158		 -3.6380844469305927e+001		 2.8919161234000000e-033 
-157		 -3.6150585960006524e+001		 4.5833781771399999e-033 
-156		 -3.5920327450707120e+001		 7.2641648714200001e-033 
-155		 -3.5690068941407716e+001		 1.1512925453600000e-032 
-154		 -3.5459810432108306e+001		 1.8246757176800000e-032 
-153		 -3.5229551922808902e+001		 2.8919161234000001e-032 
-152		 -3.4999293413509498e+001		 4.5833781771400000e-032 
-151		 -3.4769034904210095e+001		 7.2641648714200004e-032 
-150		 -3.4538776394910691e+001		 1.1512925453599999e-031 
-149		 -3.4308517885611288e+001		 1.8246757176800001e-031 
-148		 -3.4078259376311877e+001		 2.8919161233999999e-031 
-147		 -3.3848000867012473e+001		 4.5833781771400003e-031 
-146		 -3.3617742357713070e+001		 7.2641648714200004e-031 
-145		 -3.3387483848413666e+001		 1.1512925453600001e-030 
-144		 -3.3157225339114262e+001		 1.8246757176800000e-030 
-143		 -3.2926966829814859e+001		 2.8919161234000000e-030 
-142		 -3.2696708320515448e+001		 4.5833781771399998e-030 
-141		 -3.2466449811216044e+001		 7.2641648714199995e-030 
-140		 -3.2236191301916641e+001		 1.1512925453600000e-029 
-139		 -3.2005932792617237e+001		 1.8246757176800001e-029 
-138		 -3.1775674283317834e+001		 2.8919161233999998e-029 
-137		 -3.1545415774018430e+001		 4.5833781771400002e-029 
-136		 -3.1315157264719023e+001		 7.2641648714199995e-029 
-135		 -3.1084898755419619e+001		 1.1512925453600000e-028 
-134		 -3.0854640246120216e+001		 1.8246757176800001e-028 
-133		 -3.0624381736820812e+001		 2.8919161233999999e-028 
-132		 -3.0394123227521408e+001		 4.5833781771400002e-028 
-131		 -3.0163864718222005e+001		 7.2641648714199997e-028 
-130		 -2.9933606208922594e+001		 1.1512925453600000e-027 
-129		 -2.9703347699623190e+001		 1.8246757176800001e-027 
-128		 -2.9473089190323787e+001		 2.8919161233999999e-027 
-127		 -2.9242830681024383e+001		 4.5833781771400000e-027 
-126		 -2.9012572171724980e+001		 7.2641648714200006e-027 
-125		 -2.8782313662425572e+001		 1.1512925453600000e-026 
-124		 -2.8552055153126169e+001		 1.8246757176800001e-026 
-123		 -2.8321796643826765e+001		 2.8919161234000000e-026 
-122		 -2.8091538134527362e+001		 4.5833781771400000e-026 
-121		 -2.7861279625227958e+001		 7.2641648714199995e-026 
-120		 -2.7631021115928554e+001		 1.1512925453600001e-025 
-119		 -2.7400762606629144e+001		 1.8246757176800001e-025 
-118		 -2.7170504097329740e+001		 2.8919161233999999e-025 
-117		 -2.6940245588030336e+001		 4.5833781771400002e-025 
-116		 -2.6709987078730933e+001		 7.2641648714199999e-025 
-115		 -2.6479728569431529e+001		 1.1512925453599999e-024 
-114		 -2.6249470060132126e+001		 1.8246757176800001e-024 
